meter_id,V,I,P,timestamp,Is_Fraud
m9,126.356,4.3152,545.2467,2026-03-14T21:53:57.366046Z,False
m10,126.3051,4.6584,588.3831,2026-03-14T21:53:57.366046Z,False
m11,126.3588,4.2964,542.8936,2026-03-14T21:53:57.366046Z,False
m12,126.4281,3.8297,484.1787,2026-03-14T21:53:57.366046Z,False
m13,126.438,3.7636,475.86,2026-03-14T21:53:57.366046Z,False
m14,126.3833,4.1313,522.1316,2026-03-14T21:53:57.366046Z,False
m15,126.4179,3.8982,492.8075,2026-03-14T21:53:57.366046Z,False
m16,126.3732,4.1991,530.6536,2026-03-14T21:53:57.366046Z,False
m17,126.3318,4.4784,565.7654,2026-03-14T21:53:57.366046Z,False
m18,126.3735,4.1971,530.4038,2026-03-14T21:53:57.366046Z,False
m19,126.4591,3.6212,457.9373,2026-03-14T21:53:57.366046Z,False
m20,126.2856,4.7895,604.8498,2026-03-14T21:53:57.366046Z,False
m21,126.3062,4.6505,587.3852,2026-03-14T21:53:57.366046Z,False
m22,126.4444,3.72,470.37,2026-03-14T21:53:57.366046Z,False
m23,126.3895,4.0896,516.8777,2026-03-14T21:53:57.366046Z,False
m24,126.3848,4.1214,520.8875,2026-03-14T21:53:57.366046Z,False
m25,126.4702,3.5466,448.5335,2026-03-14T21:53:57.366046Z,False
m26,126.4214,3.8749,489.8714,2026-03-14T21:53:57.366046Z,False
m27,126.3332,4.4688,564.5632,2026-03-14T21:53:57.366046Z,False
m28,126.4532,3.661,462.9468,2026-03-14T21:53:57.366046Z,False
m29,126.4247,3.8527,243.5411,2026-03-14T21:53:57.366046Z,True
m30,126.3818,4.1415,523.406,2026-03-14T21:53:57.366046Z,False
m31,126.3976,4.0351,510.0223,2026-03-14T21:53:57.366046Z,False
m32,126.4377,3.7654,476.0934,2026-03-14T21:53:57.366046Z,False
m33,126.4857,3.4424,435.4109,2026-03-14T21:53:57.366046Z,False
m34,126.428,3.8305,484.2783,2026-03-14T21:53:57.366046Z,False
m35,126.2904,4.7575,600.8317,2026-03-14T21:53:57.366046Z,False
m36,126.4213,3.8755,244.9743,2026-03-14T21:53:57.366046Z,True
m37,126.5173,3.2303,408.6862,2026-03-14T21:53:57.366046Z,False
m38,126.4193,3.889,491.6505,2026-03-14T21:53:57.366046Z,False
m39,126.511,3.2728,414.0461,2026-03-14T21:53:57.366046Z,False
m40,126.4044,3.9891,504.2405,2026-03-14T21:53:57.366046Z,False
m41,126.3698,4.2221,533.5407,2026-03-14T21:53:57.366046Z,False
m42,126.5072,3.2983,417.2597,2026-03-14T21:53:57.366046Z,False
m43,126.4045,3.9886,504.1784,2026-03-14T21:53:57.366046Z,False
m44,126.4701,3.5476,224.3299,2026-03-14T21:53:57.366046Z,True
m45,126.4702,3.5466,448.5415,2026-03-14T21:53:57.366046Z,False
m46,126.4452,3.715,469.745,2026-03-14T21:53:57.366046Z,False
m47,126.3718,4.2085,531.8347,2026-03-14T21:53:57.366046Z,False
m48,126.3833,4.1314,522.1375,2026-03-14T21:53:57.366046Z,False
m49,126.3837,4.1287,521.806,2026-03-14T21:53:57.366046Z,False
m0,126.362,4.2746,540.1507,2026-03-14T21:58:57.366046Z,False
m1,126.4242,3.8561,487.5024,2026-03-14T21:58:57.366046Z,False
m2,126.3876,4.1025,518.4994,2026-03-14T21:58:57.366046Z,False
m3,126.5008,3.3412,211.3302,2026-03-14T21:58:57.366046Z,True
m4,126.5168,3.2335,409.0916,2026-03-14T21:58:57.366046Z,False
m5,126.3623,4.2727,539.9052,2026-03-14T21:58:57.366046Z,False
m6,126.426,3.8443,243.0088,2026-03-14T21:58:57.366046Z,True
m7,126.3549,4.3225,546.1707,2026-03-14T21:58:57.366046Z,False
m8,126.4076,3.9679,501.5721,2026-03-14T21:58:57.366046Z,False
m9,126.4223,3.8689,489.1121,2026-03-14T21:58:57.366046Z,False
m10,126.4928,3.3952,429.4652,2026-03-14T21:58:57.366046Z,False
m11,126.4031,3.9984,505.4162,2026-03-14T21:58:57.366046Z,False
m12,126.3725,4.2039,531.2568,2026-03-14T21:58:57.366046Z,False
m13,126.4076,3.9677,501.5538,2026-03-14T21:58:57.366046Z,False
m14,126.3653,4.2525,537.368,2026-03-14T21:58:57.366046Z,False
m15,126.4131,3.9311,496.9393,2026-03-14T21:58:57.366046Z,False
m16,126.293,4.7398,598.6022,2026-03-14T21:58:57.366046Z,False
m17,126.4525,3.6656,463.5191,2026-03-14T21:58:57.366046Z,False
m18,126.3753,4.185,528.8836,2026-03-14T21:58:57.366046Z,False
m19,126.4101,3.9513,499.4793,2026-03-14T21:58:57.366046Z,False
m20,126.3968,4.0407,510.7349,2026-03-14T21:58:57.366046Z,False
m21,126.3276,4.5064,569.277,2026-03-14T21:58:57.366046Z,False
m22,126.4417,3.7383,472.6812,2026-03-14T21:58:57.366046Z,False
m23,126.3917,4.0746,514.9913,2026-03-14T21:58:57.366046Z,False
m24,126.4228,3.8659,488.7349,2026-03-14T21:58:57.366046Z,False
m25,126.4967,3.3689,426.1559,2026-03-14T21:58:57.366046Z,False
m26,126.3792,4.1592,525.6304,2026-03-14T21:58:57.366046Z,False
m27,126.3618,4.2759,540.3102,2026-03-14T21:58:57.366046Z,False
m28,126.4561,3.6418,460.5322,2026-03-14T21:58:57.366046Z,False
m29,126.4224,3.8686,244.536,2026-03-14T21:58:57.366046Z,True
m30,126.4488,3.6905,466.6532,2026-03-14T21:58:57.366046Z,False
m31,126.4339,3.7911,479.3288,2026-03-14T21:58:57.366046Z,False
m32,126.3932,4.0647,513.7461,2026-03-14T21:58:57.366046Z,False
m33,126.3673,4.2392,535.7013,2026-03-14T21:58:57.366046Z,False
m34,126.4004,4.0163,507.6666,2026-03-14T21:58:57.366046Z,False
m35,126.4543,3.6536,462.014,2026-03-14T21:58:57.366046Z,False
m36,126.4288,3.8253,241.8134,2026-03-14T21:58:57.366046Z,True
m37,126.4747,3.5168,444.7902,2026-03-14T21:58:57.366046Z,False
m38,126.4252,3.8497,486.6979,2026-03-14T21:58:57.366046Z,False
m39,126.4105,3.9481,499.0802,2026-03-14T21:58:57.366046Z,False
m40,126.4112,3.9435,498.5078,2026-03-14T21:58:57.366046Z,False
m41,126.3772,4.1723,527.2797,2026-03-14T21:58:57.366046Z,False
m42,126.4105,3.9483,499.1069,2026-03-14T21:58:57.366046Z,False
m43,126.3812,4.1458,523.9573,2026-03-14T21:58:57.366046Z,False
m44,126.4128,3.9329,248.5819,2026-03-14T21:58:57.366046Z,True
m45,126.4183,3.8959,492.5186,2026-03-14T21:58:57.366046Z,False
m46,126.4162,3.9098,494.261,2026-03-14T21:58:57.366046Z,False
m47,126.4398,3.7512,474.2998,2026-03-14T21:58:57.366046Z,False
m48,126.4317,3.8054,481.1218,2026-03-14T21:58:57.366046Z,False
m49,126.5214,3.2029,405.2314,2026-03-14T21:58:57.366046Z,False
m0,126.5984,2.6857,340.0072,2026-03-14T22:03:57.366046Z,False
m1,126.4896,3.4162,432.1172,2026-03-14T22:03:57.366046Z,False
m2,126.3572,4.307,544.2145,2026-03-14T22:03:57.366046Z,False
m3,126.4186,3.8939,246.1281,2026-03-14T22:03:57.366046Z,True
m4,126.3388,4.4313,559.8411,2026-03-14T22:03:57.366046Z,False
m5,126.3413,4.414,557.6728,2026-03-14T22:03:57.366046Z,False
m6,126.3975,4.0357,255.0537,2026-03-14T22:03:57.366046Z,True
m7,126.3485,4.3654,551.566,2026-03-14T22:03:57.366046Z,False
m8,126.4067,3.9741,502.359,2026-03-14T22:03:57.366046Z,False
m9,126.4634,3.5928,454.3545,2026-03-14T22:03:57.366046Z,False
m10,126.4871,3.433,434.2357,2026-03-14T22:03:57.366046Z,False
m11,126.4173,3.9027,493.3648,2026-03-14T22:03:57.366046Z,False
m12,126.4713,3.5392,447.6096,2026-03-14T22:03:57.366046Z,False
m13,126.4425,3.733,472.0102,2026-03-14T22:03:57.366046Z,False
m14,126.3156,4.5872,579.4299,2026-03-14T22:03:57.366046Z,False
m15,126.4293,3.822,483.2164,2026-03-14T22:03:57.366046Z,False
m16,126.403,3.9989,505.4668,2026-03-14T22:03:57.366046Z,False
m17,126.3356,4.4527,562.5353,2026-03-14T22:03:57.366046Z,False
m18,126.4719,3.5356,447.1601,2026-03-14T22:03:57.366046Z,False
m19,126.4097,3.9536,499.7694,2026-03-14T22:03:57.366046Z,False
m20,126.4044,3.9892,504.2521,2026-03-14T22:03:57.366046Z,False
m21,126.3514,4.3462,549.143,2026-03-14T22:03:57.366046Z,False
m22,126.3316,4.4796,565.9098,2026-03-14T22:03:57.366046Z,False
m23,126.3779,4.1676,526.6985,2026-03-14T22:03:57.366046Z,False
m24,126.3425,4.406,556.6595,2026-03-14T22:03:57.366046Z,False
m25,126.4385,3.7601,475.4246,2026-03-14T22:03:57.366046Z,False
m26,126.3807,4.1492,524.3829,2026-03-14T22:03:57.366046Z,False
m27,126.3731,4.2,530.769,2026-03-14T22:03:57.366046Z,False
m28,126.4639,3.5892,453.9105,2026-03-14T22:03:57.366046Z,False
m29,126.4477,3.6979,233.7959,2026-03-14T22:03:57.366046Z,True
m30,126.3977,4.0345,509.9574,2026-03-14T22:03:57.366046Z,False
m31,126.3462,4.3815,553.5833,2026-03-14T22:03:57.366046Z,False
m32,126.4073,3.9697,501.7983,2026-03-14T22:03:57.366046Z,False
m33,126.2859,4.7878,604.6332,2026-03-14T22:03:57.366046Z,False
m34,126.3844,4.1243,521.2414,2026-03-14T22:03:57.366046Z,False
m35,126.374,4.1941,530.027,2026-03-14T22:03:57.366046Z,False
m36,126.3826,4.1359,261.3518,2026-03-14T22:03:57.366046Z,True
m37,126.282,4.814,607.921,2026-03-14T22:03:57.366046Z,False
m38,126.3388,4.4312,559.8274,2026-03-14T22:03:57.366046Z,False
m39,126.3849,4.1206,520.7874,2026-03-14T22:03:57.366046Z,False
m40,126.4763,3.5058,443.3963,2026-03-14T22:03:57.366046Z,False
m41,126.4395,3.7535,474.5894,2026-03-14T22:03:57.366046Z,False
m42,126.3393,4.4279,559.419,2026-03-14T22:03:57.366046Z,False
m43,126.3298,4.4917,567.4402,2026-03-14T22:03:57.366046Z,False
m44,126.3651,4.2542,268.7898,2026-03-14T22:03:57.366046Z,True
m45,126.3844,4.1239,521.1984,2026-03-14T22:03:57.366046Z,False
m46,126.3296,4.4928,567.572,2026-03-14T22:03:57.366046Z,False
m47,126.5217,3.2005,404.9302,2026-03-14T22:03:57.366046Z,False
m48,126.3849,4.1208,520.8095,2026-03-14T22:03:57.366046Z,False
m49,126.3174,4.5756,577.9724,2026-03-14T22:03:57.366046Z,False
m0,126.4959,3.374,426.7977,2026-03-14T22:08:57.366046Z,False
m1,126.3963,4.0436,511.0939,2026-03-14T22:08:57.366046Z,False
m2,126.3788,4.1619,525.9699,2026-03-14T22:08:57.366046Z,False
m3,126.537,3.098,196.0041,2026-03-14T22:08:57.366046Z,True
m4,126.4461,3.7086,468.9372,2026-03-14T22:08:57.366046Z,False
m5,126.3376,4.439,560.8091,2026-03-14T22:08:57.366046Z,False
m6,126.4376,3.766,238.0791,2026-03-14T22:08:57.366046Z,True
m7,126.4601,3.6147,457.1213,2026-03-14T22:08:57.366046Z,False
m8,126.4399,3.7504,474.1953,2026-03-14T22:08:57.366046Z,False
m9,126.3181,4.5703,577.3078,2026-03-14T22:08:57.366046Z,False
m10,126.3379,4.4372,560.5924,2026-03-14T22:08:57.366046Z,False
m11,126.2781,4.8404,611.2364,2026-03-14T22:08:57.366046Z,False
m12,126.3651,4.2537,537.5155,2026-03-14T22:08:57.366046Z,False
m13,126.3737,4.1962,530.2912,2026-03-14T22:08:57.366046Z,False
m14,126.428,3.8305,484.282,2026-03-14T22:08:57.366046Z,False
m15,126.4381,3.7624,475.716,2026-03-14T22:08:57.366046Z,False
m16,126.3791,4.1597,525.6986,2026-03-14T22:08:57.366046Z,False
m17,126.4764,3.5052,443.3198,2026-03-14T22:08:57.366046Z,False
m18,126.3473,4.374,552.6449,2026-03-14T22:08:57.366046Z,False
m19,126.4614,3.6062,456.049,2026-03-14T22:08:57.366046Z,False
m20,126.4123,3.9361,497.5747,2026-03-14T22:08:57.366046Z,False
m21,126.4341,3.7897,479.151,2026-03-14T22:08:57.366046Z,False
m22,126.3882,4.0987,518.0247,2026-03-14T22:08:57.366046Z,False
m23,126.3422,4.4082,556.9466,2026-03-14T22:08:57.366046Z,False
m24,126.3648,4.2559,537.7939,2026-03-14T22:08:57.366046Z,False
m25,126.3101,4.6242,584.0846,2026-03-14T22:08:57.366046Z,False
m26,126.35,4.3557,550.3433,2026-03-14T22:08:57.366046Z,False
m27,126.4226,3.8672,488.9003,2026-03-14T22:08:57.366046Z,False
m28,126.3815,4.1435,523.6566,2026-03-14T22:08:57.366046Z,False
m29,126.3961,4.0452,255.6512,2026-03-14T22:08:57.366046Z,True
m30,126.4579,3.6293,458.9536,2026-03-14T22:08:57.366046Z,False
m31,126.3864,4.1106,519.5207,2026-03-14T22:08:57.366046Z,False
m32,126.4984,3.3571,424.671,2026-03-14T22:08:57.366046Z,False
m33,126.5096,3.2822,415.2317,2026-03-14T22:08:57.366046Z,False
m34,126.5111,3.2716,413.8984,2026-03-14T22:08:57.366046Z,False
m35,126.4287,3.8258,483.6963,2026-03-14T22:08:57.366046Z,False
m36,126.4673,3.5666,225.528,2026-03-14T22:08:57.366046Z,True
m37,126.4679,3.5622,450.5032,2026-03-14T22:08:57.366046Z,False
m38,126.4127,3.9334,497.2259,2026-03-14T22:08:57.366046Z,False
m39,126.3973,4.037,510.263,2026-03-14T22:08:57.366046Z,False
m40,126.3879,4.1007,518.2796,2026-03-14T22:08:57.366046Z,False
m41,126.4607,3.6107,456.6079,2026-03-14T22:08:57.366046Z,False
m42,126.4056,3.9812,503.2481,2026-03-14T22:08:57.366046Z,False
m43,126.4672,3.5669,451.1019,2026-03-14T22:08:57.366046Z,False
m44,126.443,3.73,235.8144,2026-03-14T22:08:57.366046Z,True
m45,126.4662,3.5735,451.9294,2026-03-14T22:08:57.366046Z,False
m46,126.54,3.0781,389.4982,2026-03-14T22:08:57.366046Z,False
m47,126.288,4.7734,602.824,2026-03-14T22:08:57.366046Z,False
m48,126.3129,4.6057,581.7645,2026-03-14T22:08:57.366046Z,False
m49,126.4776,3.4971,442.3004,2026-03-14T22:08:57.366046Z,False
m0,126.4795,3.484,440.6557,2026-03-14T22:13:57.366046Z,False
m1,126.4325,3.8002,480.467,2026-03-14T22:13:57.366046Z,False
m2,126.4405,3.7464,473.7024,2026-03-14T22:13:57.366046Z,False
m3,126.3929,4.0665,256.9892,2026-03-14T22:13:57.366046Z,True
m4,126.3868,4.1075,519.1384,2026-03-14T22:13:57.366046Z,False
m5,126.3558,4.3166,545.4327,2026-03-14T22:13:57.366046Z,False
m6,126.4306,3.8133,241.0567,2026-03-14T22:13:57.366046Z,True
m7,126.4205,3.8811,490.652,2026-03-14T22:13:57.366046Z,False
m8,126.4038,3.9936,504.8099,2026-03-14T22:13:57.366046Z,False
m9,126.4834,3.458,437.3793,2026-03-14T22:13:57.366046Z,False
m10,126.4011,4.0118,507.098,2026-03-14T22:13:57.366046Z,False
m11,126.414,3.9248,496.1456,2026-03-14T22:13:57.366046Z,False
m12,126.3914,4.0767,515.2658,2026-03-14T22:13:57.366046Z,False
m13,126.3842,4.1254,521.3913,2026-03-14T22:13:57.366046Z,False
m14,126.4501,3.6822,465.6128,2026-03-14T22:13:57.366046Z,False
m15,126.3964,4.0434,511.0761,2026-03-14T22:13:57.366046Z,False
m16,126.352,4.342,548.6263,2026-03-14T22:13:57.366046Z,False
m17,126.4578,3.6305,459.1017,2026-03-14T22:13:57.366046Z,False
m18,126.5097,3.2816,415.1483,2026-03-14T22:13:57.366046Z,False
m19,126.2654,4.9255,621.9242,2026-03-14T22:13:57.366046Z,False
m20,126.3343,4.4616,563.6483,2026-03-14T22:13:57.366046Z,False
m21,126.3939,4.0599,513.1475,2026-03-14T22:13:57.366046Z,False
m22,126.3913,4.0776,515.3673,2026-03-14T22:13:57.366046Z,False
m23,126.3219,4.545,574.1293,2026-03-14T22:13:57.366046Z,False
m24,126.4336,3.7926,479.5152,2026-03-14T22:13:57.366046Z,False
m25,126.247,5.0503,637.58,2026-03-14T22:13:57.366046Z,False
m26,126.3874,4.1035,518.6299,2026-03-14T22:13:57.366046Z,False
m27,126.3055,4.6557,588.0356,2026-03-14T22:13:57.366046Z,False
m28,126.4299,3.8178,482.6861,2026-03-14T22:13:57.366046Z,False
m29,126.3527,4.3375,274.0272,2026-03-14T22:13:57.366046Z,True
m30,126.3866,4.109,519.3205,2026-03-14T22:13:57.366046Z,False
m31,126.3154,4.5886,579.6082,2026-03-14T22:13:57.366046Z,False
m32,126.5128,3.2606,412.502,2026-03-14T22:13:57.366046Z,False
m33,126.3366,4.4458,561.6612,2026-03-14T22:13:57.366046Z,False
m34,126.5131,3.2585,412.2427,2026-03-14T22:13:57.366046Z,False
m35,126.445,3.7161,469.8829,2026-03-14T22:13:57.366046Z,False
m36,126.4691,3.5543,224.7553,2026-03-14T22:13:57.366046Z,True
m37,126.3565,4.312,544.8439,2026-03-14T22:13:57.366046Z,False
m38,126.4069,3.9724,502.1413,2026-03-14T22:13:57.366046Z,False
m39,126.4608,3.6099,456.5093,2026-03-14T22:13:57.366046Z,False
m40,126.3574,4.3058,544.0691,2026-03-14T22:13:57.366046Z,False
m41,126.5432,3.0563,386.7537,2026-03-14T22:13:57.366046Z,False
m42,126.4751,3.5141,444.4516,2026-03-14T22:13:57.366046Z,False
m43,126.4283,3.8285,484.0319,2026-03-14T22:13:57.366046Z,False
m44,126.2585,4.9724,313.9029,2026-03-14T22:13:57.366046Z,True
m45,126.2805,4.8242,609.1991,2026-03-14T22:13:57.366046Z,False
m46,126.4379,3.7642,475.9328,2026-03-14T22:13:57.366046Z,False
m47,126.3944,4.0567,512.7466,2026-03-14T22:13:57.366046Z,False
m48,126.5586,2.9532,373.7527,2026-03-14T22:13:57.366046Z,False
m49,126.4297,3.8192,482.8628,2026-03-14T22:13:57.366046Z,False
m0,126.395,4.0529,512.2714,2026-03-14T22:18:57.366046Z,False
m1,126.3957,4.0477,511.6082,2026-03-14T22:18:57.366046Z,False
m2,126.3902,4.0852,516.3293,2026-03-14T22:18:57.366046Z,False
m3,126.4374,3.7674,238.1726,2026-03-14T22:18:57.366046Z,True
m4,126.44,3.7497,474.1157,2026-03-14T22:18:57.366046Z,False
m5,126.3984,4.0297,509.3471,2026-03-14T22:18:57.366046Z,False
m6,126.3748,4.1889,264.6863,2026-03-14T22:18:57.366046Z,True
m7,126.381,4.1472,524.1275,2026-03-14T22:18:57.366046Z,False
m8,126.52,3.212,406.3834,2026-03-14T22:18:57.366046Z,False
m9,126.439,3.7569,475.0135,2026-03-14T22:18:57.366046Z,False
m10,126.5035,3.3227,420.3374,2026-03-14T22:18:57.366046Z,False
m11,126.4115,3.9415,498.256,2026-03-14T22:18:57.366046Z,False
m12,126.3825,4.1368,522.8207,2026-03-14T22:18:57.366046Z,False
m13,126.396,4.0462,511.428,2026-03-14T22:18:57.366046Z,False
m14,126.5174,3.2297,408.6163,2026-03-14T22:18:57.366046Z,False
m15,126.5765,2.833,358.5923,2026-03-14T22:18:57.366046Z,False
m16,126.3931,4.0651,513.8002,2026-03-14T22:18:57.366046Z,False
m17,126.4953,3.3782,427.3238,2026-03-14T22:18:57.366046Z,False
m18,126.3872,4.1053,518.8542,2026-03-14T22:18:57.366046Z,False
m19,126.4737,3.5233,445.6031,2026-03-14T22:18:57.366046Z,False
m20,126.459,3.6219,458.0181,2026-03-14T22:18:57.366046Z,False
m21,126.3768,4.1753,527.6602,2026-03-14T22:18:57.366046Z,False
m22,126.4243,3.8557,487.449,2026-03-14T22:18:57.366046Z,False
m23,126.4114,3.9421,498.3277,2026-03-14T22:18:57.366046Z,False
m24,126.4362,3.7758,477.3918,2026-03-14T22:18:57.366046Z,False
m25,126.4544,3.653,461.9401,2026-03-14T22:18:57.366046Z,False
m26,126.4686,3.5575,449.908,2026-03-14T22:18:57.366046Z,False
m27,126.5255,3.1752,401.7477,2026-03-14T22:18:57.366046Z,False
m28,126.3863,4.1114,519.6264,2026-03-14T22:18:57.366046Z,False
m29,126.4103,3.9499,249.6543,2026-03-14T22:18:57.366046Z,True
m30,126.5169,3.2327,408.9892,2026-03-14T22:18:57.366046Z,False
m31,126.4743,3.519,445.066,2026-03-14T22:18:57.366046Z,False
m32,126.4398,3.7511,474.2823,2026-03-14T22:18:57.366046Z,False
m33,126.3923,4.0705,514.4834,2026-03-14T22:18:57.366046Z,False
m34,126.3578,4.303,543.719,2026-03-14T22:18:57.366046Z,False
m35,126.5373,3.096,391.7556,2026-03-14T22:18:57.366046Z,False
m36,126.4935,3.3903,214.4228,2026-03-14T22:18:57.366046Z,True
m37,126.5187,3.2211,407.527,2026-03-14T22:18:57.366046Z,False
m38,126.5352,3.1103,393.5626,2026-03-14T22:18:57.366046Z,False
m39,126.4623,3.5998,455.2378,2026-03-14T22:18:57.366046Z,False
m40,126.4835,3.4571,437.2636,2026-03-14T22:18:57.366046Z,False
m41,126.4099,3.9522,499.5957,2026-03-14T22:18:57.366046Z,False
m42,126.4462,3.708,468.8681,2026-03-14T22:18:57.366046Z,False
m43,126.3402,4.4214,558.5995,2026-03-14T22:18:57.366046Z,False
m44,126.4234,3.8615,244.0899,2026-03-14T22:18:57.366046Z,True
m45,126.4812,3.4729,439.2561,2026-03-14T22:18:57.366046Z,False
m46,126.3054,4.656,588.0809,2026-03-14T22:18:57.366046Z,False
m47,126.5415,3.0677,388.1899,2026-03-14T22:18:57.366046Z,False
m48,126.378,4.1673,526.6595,2026-03-14T22:18:57.366046Z,False
m49,126.3604,4.2858,541.5615,2026-03-14T22:18:57.366046Z,False
m0,126.4321,3.8027,480.7886,2026-03-14T22:23:57.366046Z,False
m1,126.3718,4.2091,531.907,2026-03-14T22:23:57.366046Z,False
m2,126.5091,3.2852,415.6082,2026-03-14T22:23:57.366046Z,False
m3,126.4564,3.6397,230.1298,2026-03-14T22:23:57.366046Z,True
m4,126.4565,3.639,460.1739,2026-03-14T22:23:57.366046Z,False
m5,126.4645,3.5853,453.419,2026-03-14T22:23:57.366046Z,False
m6,126.4742,3.5199,222.588,2026-03-14T22:23:57.366046Z,True
m7,126.3972,4.0379,510.3847,2026-03-14T22:23:57.366046Z,False
m8,126.3505,4.3522,549.9008,2026-03-14T22:23:57.366046Z,False
m9,126.4647,3.5841,453.2594,2026-03-14T22:23:57.366046Z,False
m10,126.3118,4.6132,582.6953,2026-03-14T22:23:57.366046Z,False
m11,126.4014,4.0094,506.7908,2026-03-14T22:23:57.366046Z,False
m12,126.4526,3.6653,463.4813,2026-03-14T22:23:57.366046Z,False
m13,126.538,3.0914,391.1819,2026-03-14T22:23:57.366046Z,False
m14,126.4277,3.8326,484.5414,2026-03-14T22:23:57.366046Z,False
m15,126.3484,4.3661,551.6521,2026-03-14T22:23:57.366046Z,False
m16,126.2857,4.7891,604.795,2026-03-14T22:23:57.366046Z,False
m17,126.3933,4.0639,513.6538,2026-03-14T22:23:57.366046Z,False
m18,126.4503,3.6804,465.386,2026-03-14T22:23:57.366046Z,False
m19,126.343,4.4028,556.2588,2026-03-14T22:23:57.366046Z,False
m20,126.4842,3.4529,436.7426,2026-03-14T22:23:57.366046Z,False
m21,126.4585,3.6256,458.4823,2026-03-14T22:23:57.366046Z,False
m22,126.4531,3.6615,463.0059,2026-03-14T22:23:57.366046Z,False
m23,126.3564,4.3127,544.9339,2026-03-14T22:23:57.366046Z,False
m24,126.4094,3.9559,500.0615,2026-03-14T22:23:57.366046Z,False
m25,126.466,3.5751,452.1319,2026-03-14T22:23:57.366046Z,False
m26,126.4064,3.9756,502.5468,2026-03-14T22:23:57.366046Z,False
m27,126.4089,3.9594,500.501,2026-03-14T22:23:57.366046Z,False
m28,126.4345,3.7867,478.769,2026-03-14T22:23:57.366046Z,False
m29,126.4132,3.9304,248.4258,2026-03-14T22:23:57.366046Z,True
m30,126.4694,3.5523,449.2587,2026-03-14T22:23:57.366046Z,False
m31,126.4261,3.8431,485.8645,2026-03-14T22:23:57.366046Z,False
m32,126.3634,4.2653,538.9813,2026-03-14T22:23:57.366046Z,False
m33,126.2825,4.8107,607.5052,2026-03-14T22:23:57.366046Z,False
m34,126.4113,3.9426,498.3931,2026-03-14T22:23:57.366046Z,False
m35,126.4612,3.6073,456.18,2026-03-14T22:23:57.366046Z,False
m36,126.5105,3.2758,207.2132,2026-03-14T22:23:57.366046Z,True
m37,126.4247,3.8525,487.0465,2026-03-14T22:23:57.366046Z,False
m38,126.3867,4.1087,519.2889,2026-03-14T22:23:57.366046Z,False
m39,126.3331,4.4697,564.6692,2026-03-14T22:23:57.366046Z,False
m40,126.3627,4.2701,539.5844,2026-03-14T22:23:57.366046Z,False
m41,126.4098,3.9531,499.7055,2026-03-14T22:23:57.366046Z,False
m42,126.383,4.1336,522.4138,2026-03-14T22:23:57.366046Z,False
m43,126.4158,3.9128,494.6438,2026-03-14T22:23:57.366046Z,False
m44,126.4023,4.0035,253.0249,2026-03-14T22:23:57.366046Z,True
m45,126.4178,3.8991,492.9192,2026-03-14T22:23:57.366046Z,False
m46,126.4544,3.653,461.9329,2026-03-14T22:23:57.366046Z,False
m47,126.4246,3.8532,487.1372,2026-03-14T22:23:57.366046Z,False
m48,126.4108,3.9466,498.894,2026-03-14T22:23:57.366046Z,False
m49,126.316,4.5844,579.084,2026-03-14T22:23:57.366046Z,False
m0,126.3906,4.0823,515.966,2026-03-14T22:28:57.366046Z,False
m1,126.4264,3.8411,485.6208,2026-03-14T22:28:57.366046Z,False
m2,126.4014,4.0095,506.8088,2026-03-14T22:28:57.366046Z,False
m3,126.4208,3.8791,245.1994,2026-03-14T22:28:57.366046Z,True
m4,126.4482,3.6949,467.2109,2026-03-14T22:28:57.366046Z,False
m5,126.3862,4.1119,519.6884,2026-03-14T22:28:57.366046Z,False
m6,126.4853,3.4453,217.893,2026-03-14T22:28:57.366046Z,True
m7,126.4652,3.5802,452.7728,2026-03-14T22:28:57.366046Z,False
m8,126.3631,4.2677,539.2794,2026-03-14T22:28:57.366046Z,False
m9,126.3731,4.2001,530.7855,2026-03-14T22:28:57.366046Z,False
m10,126.4362,3.7757,477.3877,2026-03-14T22:28:57.366046Z,False
m11,126.3024,4.6764,590.6454,2026-03-14T22:28:57.366046Z,False
m12,126.2805,4.824,609.1748,2026-03-14T22:28:57.366046Z,False
m13,126.3725,4.2042,531.2937,2026-03-14T22:28:57.366046Z,False
m14,126.4047,3.987,503.9808,2026-03-14T22:28:57.366046Z,False
m15,126.2506,5.0256,634.4792,2026-03-14T22:28:57.366046Z,False
m16,126.4429,3.7303,471.6678,2026-03-14T22:28:57.366046Z,False
m17,126.4452,3.7151,469.7523,2026-03-14T22:28:57.366046Z,False
m18,126.3354,4.4539,562.6833,2026-03-14T22:28:57.366046Z,False
m19,126.5024,3.3303,421.2875,2026-03-14T22:28:57.366046Z,False
m20,126.4041,3.9911,504.4932,2026-03-14T22:28:57.366046Z,False
m21,126.3913,4.0776,515.3749,2026-03-14T22:28:57.366046Z,False
m22,126.5071,3.299,417.3529,2026-03-14T22:28:57.366046Z,False
m23,126.4175,3.9012,493.1793,2026-03-14T22:28:57.366046Z,False
m24,126.3095,4.6286,584.6327,2026-03-14T22:28:57.366046Z,False
m25,126.3356,4.4525,562.5149,2026-03-14T22:28:57.366046Z,False
m26,126.4165,3.908,494.034,2026-03-14T22:28:57.366046Z,False
m27,126.3768,4.1752,527.6532,2026-03-14T22:28:57.366046Z,False
m28,126.3177,4.5731,577.6578,2026-03-14T22:28:57.366046Z,False
m29,126.3322,4.4752,282.6815,2026-03-14T22:28:57.366046Z,True
